,gender,familyname,givenname,picture,email,occupation,birth_date,birth_country,company,street,city,zip,region,region_abbr,country,phone_code,phone,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,birth_continent,continent
<Reginald_New>,m,New,Reginald,Reginald New cigarette card.JPG,detufi@yahoo.com.mx,philanthropist,1952-12-26,England,Tiens Group,383 Alabama Street,Tarrant,35217,Alabama,AL,United States,1,6487849653,https://upload.wikimedia.org/wikipedia/commons/a/ad/Reginald_New_cigarette_card.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Reginald_New_cigarette_card.JPG/250px-Reginald_New_cigarette_card.JPG,"Reginald New (April 1902, in Lewisham, Kent – 28 November 1958, in Beckenham, Ken) was a popular UK theatre organist whose career spanned the 1920s through to the 1950s.",00024.jpg,00024.jpg,Europe,North America
<Marlon_Daniel>,m,Daniel,Marlon,MDphotoFeb2012.JPG,marlon.daniel4739@libero.it,professor of classics,1952-10-01,United States,Kinder Morgan,85 Albion Street,Albion,95410,California,CA,United States,1,8458315719,https://upload.wikimedia.org/wikipedia/commons/3/3b/MDphotoFeb2012.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/MDphotoFeb2012.JPG/250px-MDphotoFeb2012.JPG,"American conductor Marlon Daniel is one of the foremost exponents of music by composers of African and African American descent in the world. He has been described as ""one of the youngest and most prominent pianist/conductors in New York today"" (Le Figaro – France Amerique), ""a natural and enormous talent"" (Chicago Sun-Times) and ""fabulous and exceptional"" (Pravda, Moscow). He is the winner of the 2009 John and Mary Virginia Foncannon Conducting Award, and a prizewinner at the 2018 Bucharest Symphony Orchestra International Conducting Competition.",00025.jpg,00025.jpg,North America,North America
<João_Vasco_Paiva>,m,Paiva,João,"Artist João Vasco Paiva in Hong Kong, 2012.jpg",paiva002@yahoo.com,professor,1969-12-16,Hong Kong,VTech,340 South State Road 263,West Lebanon,47991,Indiana,IN,United States,1,7293646226,https://upload.wikimedia.org/wikipedia/commons/f/f8/Artist_Jo%C3%A3o_Vasco_Paiva_in_Hong_Kong%2C_2012.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Artist_Jo%C3%A3o_Vasco_Paiva_in_Hong_Kong%2C_2012.jpg/250px-Artist_Jo%C3%A3o_Vasco_Paiva_in_Hong_Kong%2C_2012.jpg,"João Vasco Paiva (born 1979, Coimbra, Portugal) is a Hong Kong-based contemporary artist.",00026.jpg,00026.jpg,Asia,North America
<Alfred_Hedenstierna>,m,Hedenstierna,Alfred,Alfred Hedenstierna (1852-1906).jpg,hedenstierna@aol.com,activist,1956-11-04,Sweden,RATP Group,160 Valley View Drive,Mesquite,89027,Nevada,NV,United States,1,7351598667,https://upload.wikimedia.org/wikipedia/commons/f/f4/Alfred_Hedenstierna_%281852-1906%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Alfred_Hedenstierna_%281852-1906%29.jpg/250px-Alfred_Hedenstierna_%281852-1906%29.jpg,Karl Joseph Alfred Hedenstierna (1852-1906) was a Swedish author.,00027.jpg,00027.jpg,Europe,North America
<Peter_de_Jersey>,m,Jersey,Peter,Peter_de_Jersey_28092016_Threepenny_Opera_aus_DSCF2668.jpg,fadono@aol.com,economist,1972-09-28,United Kingdom,Brenntag,149 S. Horseshoe Drive,Naples,34104,Florida,FL,United States,1,9757214825,https://upload.wikimedia.org/wikipedia/commons/3/36/Peter_de_Jersey_28092016_Threepenny_Opera_aus_DSCF2668.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Peter_de_Jersey_28092016_Threepenny_Opera_aus_DSCF2668.jpg/250px-Peter_de_Jersey_28092016_Threepenny_Opera_aus_DSCF2668.jpg,"Peter de Jersey (born 1965 in London Borough of Southwark) is a British television and theatre actor. He has played roles in television, including the long-time recurring role of ""Jerome Taylor"" in The Bill.",00028.jpg,00028.jpg,Europe,North America
<Hermann_Hager>,m,Hager,Hermann,Hermann Hager.png,h-hager@rambler.ru,book publisher,2013-11-30,Germany,Jastrzębska Spółka Węglowa,372 Shimmons Road,Auburn Hills,48326,Michigan,MI,United States,1,5324294397,https://upload.wikimedia.org/wikipedia/commons/0/0e/Hermann_Hager.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Hermann_Hager.png/250px-Hermann_Hager.png,Hans Hermann Julius Hager (3 January 1816 – 24 January 1897) was a German writer on pharmacy.,00003.png,00003.png,Europe,North America
<Nathaniel_Burbank>,m,Burbank,Nathaniel,Nathaniel Burbank.jpg,burbank43@t-online.de,comedian,1962-09-04,United States,West Japan Railway Company,417 rue du Bourdon-Blanc,Orléans,45000,Centre-Val de Loire,,France,33,726155494,https://upload.wikimedia.org/wikipedia/commons/2/22/Nathaniel_Burbank.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Nathaniel_Burbank.jpg/250px-Nathaniel_Burbank.jpg,"Nathaniel C. ""Nat"" Burbank (April 14, 1838 – January 10, 1901) was an American humorist, drama critic, and newspaper editor who for over 20 years was managing editor of the New Orleans Picayune. 
Born in Parsonsfield, Maine, at age fourteen he became a printer's apprentice in Dover, New Hampshire. After three years he moved to Boston to continue as a printer. 
During the Civil War, he served in Massachusetts and Louisiana, later under General Winfield Scott Hancock, achieving the rank of lieutenant. 
Burbank resigned at the end of the war and joined the staff of the New Orleans Republican, where he first became known for humorous writing that was quoted in newspapers throughout the country. In 1878 he joined the editorial staff of the Picayune, and on November 9, 1882, married Ella Burbank, daughter of a wealthy Louisiana planter. He died of acute heart disease in New Orleans in 1901.",00029.jpg,00029.jpg,North America,Europe
<Jose_Luis_Gonzalez_(artist)>,m,Gonzalez,Jose,JLG 3-13-15 Pasadena City Hall Courtyard.jpeg,jose.gonzalez@aliceadsl.fr,personal trainer,1984-01-14,United States,ON Semiconductor,272 Rivercrest Boulevard,Allen,75002,Texas,TX,United States,1,4811111713,https://upload.wikimedia.org/wikipedia/en/7/7c/JLG_3-13-15_Pasadena_City_Hall_Courtyard.jpeg,https://upload.wikimedia.org/wikipedia/en/7/7c/JLG_3-13-15_Pasadena_City_Hall_Courtyard.jpeg,"Jose Luis Gonzalez (also known as J.L. Goez, Joe L. Gonzalez) has been in the field of fine arts since 1956 as a designer, painter, muralist, sculptor, restorer, ceramist, importer, and arts administrator.",00003.jpeg,00003.jpeg,North America,North America
<Leberecht_Uhlich>,m,Uhlich,Leberecht,Leberecht Uhlich.gif,uhlich9759@orange.fr,video artist,1982-08-25,Germany,K+S,333 avenue Raphaël,Paris,75001,Île-de-France,,France,33,563319889,https://upload.wikimedia.org/wikipedia/commons/7/74/Leberecht_Uhlich.gif,https://upload.wikimedia.org/wikipedia/commons/7/74/Leberecht_Uhlich.gif,Leberecht Uhlich (1799–1872) was a German clergyman and one of the founders of the German Free Congregations.,00001.gif,00001.gif,Europe,Europe
<Leadenhall_Press>,m,Press,Leadenhall,50-Leadenhall-Street.jpg,l.press@voila.fr,naturalist,1934-04-27,England,HSBC France,324 Rue Chaudrier,La Rochelle,17000,Nouvelle-Aquitaine,,France,33,188625252,https://upload.wikimedia.org/wikipedia/commons/8/8b/50-Leadenhall-Street.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/50-Leadenhall-Street.jpg/250px-50-Leadenhall-Street.jpg,"The Leadenhall Press was founded by Andrew White Tuer (1838–1900) as the publishing division of the London partnership of Field & Tuer, following a move to 50 Leadenhall Street in 1868. The firm began as job printers, stationers, and manufacturers in 1862, when Tuer joined with Abraham Field (1830–1891), an established producer of registers and log books. Among their early successes was the invention by Tuer of Stickphast Paste, a clean, vegetable-based product that quickly became the standard office paste (and which was still being manufactured under new ownership as late as the mid 20th century).
Profits from this and other inventions allowed Tuer, the more adventurous partner, to pursue his publishing ambitions. From the beginning, the Leadenhall Press output reflected his imagination, curiosity, and interest in the full range of printing and book production techniques.
The Leadenhall Press imprint first appeared in 1872 in the firm's trade publication, Paper & Printing Trades Journal, as  'Ye Leadenhall Workes.' Field & Tuer occasionally printed books for other publishers and published sporadically beginning in 1869, but it was not until ten years later that the first official book in the Leadenhall Press catalogue appeared: Tuer's own Luxurious Bathing. The following year, Tuer launched the influential Printers' International Specimen Exchange, an annual survey collection of examples printed and submitted by printers and their employees.
Under Tuer's guidance, the Leadenhall Press became an innovative force during the 1880s, issuing as many as 40 books a year, including trade titles for as little as sixpence, as well as limited editions costing several guineas. Although perhaps best known today for children's book reprints, chapbook revivals illustrated by Joseph Crawhall, and several of elaborate productions of Tuer's own works, the Leadenhall Press catalogue included publications on a wide range of subjects for all tastes. Although the ""cheap editions"" of some titles could be plain and undistinguished, great care was given to the design and printing of many of the series books that were issued only in inexpensive formats.
The Leadenhall Press published many prominent (and also many forgotten) writers and artists of the time. Wilfrid Meynell acted as a literary advisor, writing and editing several books under the pseudonym 'John Oldcastle,’ and the Press published the first books by Jerome K. Jerome. Other authors included Andrew Lang, Egyptologist W. M. Flinders Petrie, Lady Florence Dixie (feminist sister of the infamous Marquess of Queensberry), Max O'Rell, Louis Fagan of the British Museum, J. A. Fuller Maitland, Grant Allen, and Count Eric Stenbock. Oscar Wilde appeared in the poetry collection A Book of Jousts in 1888, and his mother, Lady Jane Wilde contributed to the periodical Bairns' Annual.
The Press quickly earned a reputation for excellence in reproducing art; the first edition of Songs of the North (1885) included works by Burne-Jones, Whistler, and Frederick Sandys, among others. In addition to Joseph Crawhall, other artists who illustrated Leadenhall Press books included Randolph Caldecott, Georgie Gaskin, Tristram Ellis, William Luker Jr., and Punch cartoonists Phil May, Charles Keene and Linley Sambourne.
In 1892, after the retirement and death of Abraham Field, the company was incorporated as The Leadenhall Press, Ltd. Fewer books were published during the 1890s, but the quality remained high, often reflecting Tuer's antiquarian and collecting interests. Publishing operations ceased a few years after Tuer’s death in 1900, when the Press reverted largely to its original job printing and stationery business until 1927, when it was dissolved following the death of Mrs. Tuer. Between 1879 and 1905, the Leadenhall Press issued over 400 titles, not counting several different editions of some books.",00030.jpg,00030.jpg,Europe,Europe
<Gustav_Pfizer>,m,Pfizer,Gustav,"Gustav Pfizer, Porträt.jpg",gustav.pfizer@yahoo.com,blogger,1954-01-11,Germany,Terex,312 Spring Lane,Philadelphia,19128,Pennsylvania,PA,United States,1,9511753499,https://upload.wikimedia.org/wikipedia/commons/7/7d/Gustav_Pfizer%2C_Portr%C3%A4t.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Gustav_Pfizer%2C_Portr%C3%A4t.jpg/250px-Gustav_Pfizer%2C_Portr%C3%A4t.jpg,Gustav Pfizer (1807-1890) was a German poet and critic of the Swabian school.,00031.jpg,00031.jpg,Europe,North America
<Johann_Gustav_Gottlieb_Büsching>,m,Büsching,Johann,"Büsching, Johann Gustav Gottlieb (1783-1829).jpg",johann.busching@earthlink.net,music video director,1991-11-27,Germany,AEG,262 Rosamond Parkway,Anna,75409-0128,Texas,TX,United States,1,5311899986,https://upload.wikimedia.org/wikipedia/commons/8/8d/B%C3%BCsching%2C_Johann_Gustav_Gottlieb_%281783-1829%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/B%C3%BCsching%2C_Johann_Gustav_Gottlieb_%281783-1829%29.jpg/250px-B%C3%BCsching%2C_Johann_Gustav_Gottlieb_%281783-1829%29.jpg,Johann Gustav Gottlieb Büsching (19 September 1783 – 4 May 1829) was a German antiquary. His knowledge of subjects pertaining to Germany in the Middle Ages was notable.,00032.jpg,00032.jpg,Europe,North America
<Christopher_Falkenberg>,m,Falkenberg,Christopher,Christopher Falkenberg 2015.png,c.falkenberg@yahoo.es,literary critic,1959-05-16,United States,Bakrie Group,380 Stadium Drive,Morenci,85540,Arizona,AZ,United States,1,3927692382,https://upload.wikimedia.org/wikipedia/commons/f/f6/Christopher_Falkenberg_2015.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Christopher_Falkenberg_2015.png/250px-Christopher_Falkenberg_2015.png,"Christopher Falkenberg is a security expert and the founder and president of Insite Security, Inc. (dba Insite Risk Management), a firm that addresses the security needs and protection of global corporations, asset managers, family offices and private clients. He is a former Special Agent United States Secret Service and litigator at Davis Polk & Wardwell.
Falkenberg worked for the Secret Service Forgery Squad and eventually for the Bank Fraud Squad at the New York Field Office in Manhattan and at JFK Airport from 2000 to 2005. While with the Secret Service, he conducted protective advances for the President and other government officials, both domestically and abroad, as well as for visiting dignitaries. He was also assigned to President Bill Clinton's security detail for the 1992 presidential campaign.",00004.png,00004.png,North America,North America
<Robert_Radecke>,m,Radecke,Robert,Radecke.jpg,lededo@wanadoo.fr,sculptor,1964-05-16,Germany,Parker Hannifin,445 Alleghany Street,Charlotte,28208,North Carolina,NC,United States,1,6494226715,https://upload.wikimedia.org/wikipedia/commons/a/ab/Radecke.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Radecke.jpg/250px-Radecke.jpg,Albert Martin Robert Radecke (31 October 1830 – 21 June 1911; aged 80) was a German composer and conductor.,00033.jpg,00033.jpg,Europe,North America
<Josh_Yguado>,m,Yguado,Josh,,yguado@aol.com,music video director,1966-04-09,United States,Broadcom Limited,188 North Foster Road,San Antonio,78244,Texas,TX,United States,1,2595193451,,,,,,North America,North America
<Peter_J._Reineman>,m,Reineman,Peter,Peter_Reinemann_01.jpg,p-reineman@sky.com,trade union executive,1994-01-07,United States,Aurobindo Pharma,123 avenue George-V,Paris,75001,Île-de-France,,France,33,542335497,https://upload.wikimedia.org/wikipedia/commons/1/1a/Peter_Reinemann_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Peter_Reinemann_01.jpg/250px-Peter_Reinemann_01.jpg,Peter J. Reinemann (also called Peter Reineman or Peter Reinemann) is an American actor. He is best known for playing the role of Gus Fiorello on the show Prison Break.,00034.jpg,00034.jpg,North America,Europe
<Georg_Daniel_Teutsch>,m,Teutsch,Georg,Georg Daniel Teutsch.jpg,georgteutsch9541@hotmail.de,pianist,1940-03-08,Romania,Daiwa House,281 Royston Lane Ste A,Austin,78664,Texas,TX,United States,1,7322178468,https://upload.wikimedia.org/wikipedia/commons/9/95/Georg_Daniel_Teutsch.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Georg_Daniel_Teutsch.jpg/250px-Georg_Daniel_Teutsch.jpg,"Georg Daniel Teutsch (December 12, 1817, Schässburg, Austrian Empire - July 2, 1893, Hermannstadt, Austria-Hungary) was a Transylvanian historian and Lutheran (Augsburg Confession) bishop.",00035.jpg,00035.jpg,Europe,North America
